# time, ED spin correlation, NQS regularization spin correlation, NQS diagonalization spin correlation, NQS geometric spin correlation
1.360000000000000098e-01, -5.942182019511105251e-01, -5.938499944199139291e-01, -5.938651476566718657e-01, -5.940410085396240492e-01
1.370000000000000107e-01, -5.953445179039346113e-01, -5.949743764733914642e-01, -5.949895709605339533e-01, -5.951663527700410405e-01
1.380000000000000115e-01, -5.964721552584203446e-01, -5.961001217846016997e-01, -5.961153557594839336e-01, -5.962930386057608834e-01
1.390000000000000124e-01, -5.976009877203627418e-01, -5.972271045427935965e-01, -5.972423762353564758e-01, -5.974209399938663623e-01
1.400000000000000133e-01, -5.987308888617061120e-01, -5.983551987976972741e-01, -5.983705064306934496e-01, -5.985499307448267636e-01
1.410000000000000142e-01, -5.998617321347037290e-01, -5.994842784736456043e-01, -5.994996202628548598e-01, -5.996798845466356775e-01
1.420000000000000151e-01, -6.009933908860909391e-01, -6.006142173836911402e-01, -6.006295915381428818e-01, -6.008106749789572376e-01
1.430000000000000160e-01, -6.021257383712710354e-01, -6.017448892437479158e-01, -6.017602939659395522e-01, -6.019421755272895691e-01
1.440000000000000169e-01, -6.032586477685087933e-01, -6.028761676867320229e-01, -6.028916011728553404e-01, -6.030742595971360087e-01
1.449999999999999900e-01, -6.043919921931359962e-01, -6.040079262767273915e-01, -6.040233867168839366e-01, -6.042068005281833187e-01
1.459999999999999909e-01, -6.055256447117625118e-01, -6.051400385231410217e-01, -6.051555241015666997e-01, -6.053396716084917806e-01
1.469999999999999918e-01, -6.066594783564901450e-01, -6.062723778948779785e-01, -6.062878867901627666e-01, -6.064727460886869537e-01
1.479999999999999927e-01, -6.077933661391368148e-01, -6.074048178345073934e-01, -6.074203482198202719e-01, -6.076058971961552091e-01
1.489999999999999936e-01, -6.089271810654558470e-01, -6.085372317724510038e-01, -6.085527818157544511e-01, -6.087389981492447033e-01
1.499999999999999944e-01, -6.100607961493610398e-01, -6.096694931411403839e-01, -6.096850610054221908e-01, -6.098719221714649086e-01
1.509999999999999953e-01, -6.111940844271477324e-01, -6.108014753892140325e-01, -6.108170592327000215e-01, -6.110045425056848112e-01
1.519999999999999962e-01, -6.123269189717134298e-01, -6.119330519956764913e-01, -6.119486499720567796e-01, -6.121367324283315536e-01
