# time, ED spin correlation, NQS regularization spin correlation, NQS diagonalization spin correlation, NQS geometric spin correlation
1.260000000000000009e-01, -1.996410126892227965e-01, -5.834697158321734412e-01, -5.834842296710601728e-01, -5.838171305674383360e-01
1.280000000000000027e-01, -1.928750311369398229e-01, -5.856810991265113397e-01, -5.856957252960058868e-01, -5.860329628640736921e-01
1.300000000000000044e-01, -1.861529187530090723e-01, -5.879020799497011174e-01, -5.879168117704768326e-01, -5.882582434159024931e-01
1.320000000000000062e-01, -1.794798377893444541e-01, -5.901316677345574968e-01, -5.901464984547276638e-01, -5.904919775150573313e-01
1.340000000000000080e-01, -1.728609128441395693e-01, -5.923688680309053822e-01, -5.923837908298253963e-01, -5.927331666539208399e-01
1.360000000000000098e-01, -1.663012269264267928e-01, -5.946126829513934675e-01, -5.946276909413454881e-01, -5.949808089721667637e-01
1.380000000000000115e-01, -1.598058175525777780e-01, -5.968621116188518316e-01, -5.968771978502752651e-01, -5.972338997067050403e-01
1.400000000000000133e-01, -1.533796728777374052e-01, -5.991161506148701132e-01, -5.991313080793300161e-01, -5.994914316407373711e-01
1.420000000000000151e-01, -1.470277278651663799e-01, -6.013737944296141391e-01, -6.013890160626096382e-01, -6.017523955564944016e-01
1.440000000000000169e-01, -1.407548604964311556e-01, -6.036340359122737143e-01, -6.036493145986623343e-01, -6.040157806847283872e-01
1.459999999999999909e-01, -1.345658880253551015e-01, -6.058958667227317685e-01, -6.059111952980940075e-01, -6.062805751612493355e-01
1.479999999999999927e-01, -1.284655632786035340e-01, -6.081582777828310471e-01, -6.081736490381687288e-01, -6.085457664772564446e-01
1.499999999999999944e-01, -1.224585710057461974e-01, -6.104202597287027299e-01, -6.104356664130430321e-01, -6.108103419341911478e-01
1.519999999999999962e-01, -1.165495242816003835e-01, -6.126808033628965422e-01, -6.126962381875757924e-01, -6.130732890970017612e-01
1.539999999999999980e-01, -1.107429609636166601e-01, -6.149389001063242377e-01, -6.149543557482315403e-01, -6.153335962477070042e-01
1.559999999999999998e-01, -1.050433402070261313e-01, -6.171935424499401801e-01, -6.172090115550560308e-01, -6.175902528384075163e-01
