# time, ED spin correlation, NQS spin correlation
-1.000000000000000021e-03, -5.000000000000003331e-01, -5.000000000000002220e-01
0.000000000000000000e+00, -4.999760003839974765e-01, -4.999830760847944200e-01
1.000000000000000021e-03, -4.999040061438424498e-01, -4.999208280652182035e-01
2.000000000000000042e-03, -4.997840311022078152e-01, -4.998122829551852053e-01
3.000000000000000062e-03, -4.996160982939331641e-01, -4.996570802858901206e-01
4.000000000000000083e-03, -4.994002399616017107e-01, -4.994550396629318101e-01
5.000000000000000104e-03, -4.991364975493505218e-01, -4.992060662222054246e-01
6.000000000000000125e-03, -4.988249216949121045e-01, -4.989101129282308422e-01
7.000000000000000146e-03, -4.984655722198935712e-01, -4.985671645813832820e-01
8.000000000000000167e-03, -4.980585181182903276e-01, -4.981772297804891725e-01
9.000000000000001055e-03, -4.976038375432392247e-01, -4.977403363741387810e-01
1.000000000000000021e-02, -4.971016177920139500e-01, -4.972565286597830370e-01
1.099999999999999936e-02, -4.965519552892638244e-01, -4.967258655470906947e-01
1.200000000000000025e-02, -4.959549555685011102e-01, -4.961484192930993298e-01
1.300000000000000114e-02, -4.953107332518378314e-01, -4.955242745958746142e-01
1.400000000000000029e-02, -4.946194120279801543e-01, -4.948535279231141559e-01
1.499999999999999944e-02, -4.938811246284790513e-01, -4.941362870003409569e-01
1.600000000000000033e-02, -4.930960128022470745e-01, -4.933726704107598282e-01
1.700000000000000122e-02, -4.922642272883435144e-01, -4.925628072751682129e-01
1.800000000000000211e-02, -4.913859277870314957e-01, -4.917068369904725178e-01
1.899999999999999953e-02, -4.904612829291171150e-01, -4.908049090118511981e-01
2.000000000000000042e-02, -4.894904702435730059e-01, -4.898571826679058994e-01
2.100000000000000130e-02, -4.884736761234515501e-01, -4.888638270010418063e-01
2.199999999999999872e-02, -4.874110957901011676e-01, -4.878250206273553324e-01
2.299999999999999961e-02, -4.863029332556812467e-01, -4.867409516117016111e-01
2.400000000000000050e-02, -4.851494012839942527e-01, -4.856118173546713490e-01
2.500000000000000139e-02, -4.839507213496349047e-01, -4.844378244889395724e-01
2.600000000000000228e-02, -4.827071235954685235e-01, -4.832191887829964116e-01
2.699999999999999969e-02, -4.814188467884436551e-01, -4.819561350507198250e-01
2.800000000000000058e-02, -4.800861382737494631e-01, -4.806488970655296566e-01
2.900000000000000147e-02, -4.787092539273267167e-01, -4.792977174781332672e-01
2.999999999999999889e-02, -4.772884581067403653e-01, -4.779028477370615979e-01
3.099999999999999978e-02, -4.758240236004235291e-01, -4.764645480113304243e-01
