# time, ED spin correlation, NQS spin correlation
8.600000000000000699e-02, -5.086830384912905956e-01, -5.085854572598348389e-01
8.700000000000000788e-02, -5.088745124683545784e-01, -5.087756028811889486e-01
8.799999999999999489e-02, -5.090677559895770976e-01, -5.089675211888748940e-01
8.899999999999999578e-02, -5.092627553270194785e-01, -5.091611986274033885e-01
8.999999999999999667e-02, -5.094594966280110437e-01, -5.093566215152048882e-01
9.099999999999999756e-02, -5.096579659161322162e-01, -5.095537760456350096e-01
9.199999999999999845e-02, -5.098581490922086124e-01, -5.097526482879908283e-01
9.299999999999999933e-02, -5.100600319353115752e-01, -5.099532241885327277e-01
9.400000000000000022e-02, -5.102636001037685887e-01, -5.101554895715133542e-01
9.500000000000000111e-02, -5.104688391361827948e-01, -5.103594301402160083e-01
9.600000000000000200e-02, -5.106757344524595066e-01, -5.105650314779963672e-01
9.700000000000000289e-02, -5.108842713548424896e-01, -5.107722790493361975e-01
9.800000000000000377e-02, -5.110944350289579052e-01, -5.109811582009016195e-01
9.900000000000000466e-02, -5.113062105448664685e-01, -5.111916541626077004e-01
1.000000000000000056e-01, -5.115195828581250437e-01, -5.114037520486929278e-01
1.010000000000000064e-01, -5.117345368108541237e-01, -5.116174368588009003e-01
1.020000000000000073e-01, -5.119510571328151904e-01, -5.118326934790660143e-01
1.030000000000000082e-01, -5.121691284424955137e-01, -5.120495066832093656e-01
1.040000000000000091e-01, -5.123887352482012769e-01, -5.122678611336410892e-01
1.049999999999999961e-01, -5.126098619491570307e-01, -5.124877413825684735e-01
1.059999999999999970e-01, -5.128324928366152502e-01, -5.127091318731140657e-01
1.069999999999999979e-01, -5.130566120949709985e-01, -5.129320169404373297e-01
1.079999999999999988e-01, -5.132822038028868050e-01, -5.131563808128659643e-01
1.089999999999999997e-01, -5.135092519344224282e-01, -5.133822076130311052e-01
1.100000000000000006e-01, -5.137377403601741666e-01, -5.136094813590149633e-01
1.110000000000000014e-01, -5.139676528484200535e-01, -5.138381859654980177e-01
1.120000000000000023e-01, -5.141989730662737124e-01, -5.140683052449190882e-01
1.130000000000000032e-01, -5.144316845808443173e-01, -5.142998229086379602e-01
1.140000000000000041e-01, -5.146657708604035486e-01, -5.145327225681087802e-01
