# time, [eigenvalue lines]
-1.000000000000000021e-03, -1.006416859241313829e-16, 1.268793784982779278e-16, 5.164030195175368931e-03, 5.038730226463817852e-01, 6.718306968618421582e-01
0.000000000000000000e+00, -1.158739958613011324e-16, -2.333756308583819159e-17, 1.416530609245138586e-02, 5.084586893633387117e-01, 6.776645704228136946e-01
1.000000000000000021e-03, -2.344937007897428168e-16, -1.790856496488364777e-17, 2.931719683678363220e-02, 5.159157069147066732e-01, 6.877511670875727789e-01
2.000000000000000042e-03, -8.870412482961946843e-17, 4.360131445422197861e-17, 4.483445515968081246e-02, 5.234559810900962784e-01, 6.980993013961915850e-01
3.000000000000000062e-03, 7.087045733020487354e-17, -2.287302936440967227e-16, 6.047311813413468184e-02, 5.309693640390306113e-01, 7.085258658783786245e-01
4.000000000000000083e-03, 9.521638956194958839e-17, -6.745492287132780950e-18, 7.618174348194371726e-02, 5.384307034794538760e-01, 7.189940897605204828e-01
5.000000000000000104e-03, 1.167704558546482948e-16, -8.207598633511231319e-17, 9.194124929331143337e-02, 5.458310661267928854e-01, 7.294893587637047982e-01
6.000000000000000125e-03, 1.513010112739556878e-16, 2.217133632372491380e-17, 1.077430628921886846e-01, 5.531669869502019443e-01, 7.400038919811833260e-01
7.000000000000000146e-03, -4.214647485871917626e-17, -9.663140321942541594e-17, 1.235830135829527887e-01, 5.604373226005010533e-01, 7.505326281646504949e-01
8.000000000000000167e-03, -5.902824365159501603e-17, 6.943658450745563673e-17, 1.394590530653803673e-01, 5.676420541732036806e-01, 7.610717184596307305e-01
9.000000000000001055e-03, -6.111319858829673966e-17, 1.513188193390903388e-16, 1.553702443406258793e-01, 5.747817511717406846e-01, 7.716178662164603352e-01
1.000000000000000021e-02, 6.476757921241715514e-17, -2.174232450983768697e-16, 1.713162573233659725e-01, 5.818573028793265767e-01, 7.821680019559598129e-01
1.099999999999999936e-02, 7.517720191667791953e-17, -1.515050348596575549e-16, 1.872970948613126574e-01, 5.888697722350858532e-01, 7.927191099676154096e-01
1.200000000000000025e-02, 7.951769039679188817e-17, 1.013272319737902514e-16, 2.033129341203074314e-01, 5.958203113400210027e-01, 8.032681306172537727e-01
1.300000000000000114e-02, 1.507898685331940835e-16, 1.865797352764806428e-18, 2.193640302141517118e-01, 6.027101103129206550e-01, 8.138119034383615169e-01
1.400000000000000029e-02, 1.076575739485904338e-16, -1.024534035206618861e-16, 2.354506554812421382e-01, 6.095403652739773692e-01, 8.243471335605435657e-01
1.499999999999999944e-02, 1.585452659388048224e-16, -4.752296347628934704e-17, 2.515730601915464049e-01, 6.163122578294158993e-01, 8.348703721650611032e-01
1.600000000000000033e-02, 8.053980606299107687e-17, -1.360509572942491874e-16, 2.677314466651342650e-01, 6.230269417449301184e-01, 8.453780057227824329e-01
1.700000000000000122e-02, -5.219120636390289472e-17, 9.382456978734596916e-17, 2.839259520706101103e-01, 6.296855342590134130e-01, 8.558662509232481952e-01
1.800000000000000211e-02, -1.393256866283907663e-16, 2.830338416587492120e-17, 3.001566370023653896e-01, 6.362891104719180513e-01, 8.663311534016653326e-01
1.899999999999999953e-02, 5.613792958360938697e-17, 1.242733119179785139e-16, 3.164234779984030910e-01, 6.428386998187515244e-01, 8.767685890654635106e-01
2.000000000000000042e-02, 1.742554133556937269e-16, -2.052635954889626132e-16, 3.327263628002208318e-01, 6.493352839806777466e-01, 8.871742672399979268e-01
2.100000000000000130e-02, -1.166981283657974690e-16, -2.857577180608218262e-16, 3.490650875535687425e-01, 6.557797958029794039e-01, 8.975437351120925111e-01
2.199999999999999872e-02, -1.221348570972789522e-16, 2.609127351754228788e-16, 3.654393554026576507e-01, 6.621731189260375849e-01, 9.078723831153765467e-01
2.299999999999999961e-02, -7.796451042441571159e-18, 2.575966315831016448e-16, 3.818487760964321964e-01, 6.685160879251281774e-01, 9.181554510091695098e-01
2.400000000000000050e-02, 1.467586586231243573e-16, -2.022698098543826527e-16, 3.982928663364828092e-01, 6.748094888151441317e-01, 9.283880344747474922e-01
2.500000000000000139e-02, -6.823568740034424995e-17, -2.093200687559452549e-16, 4.147710506719947121e-01, 6.810540598171580529e-01, 9.385650921015209480e-01
2.600000000000000228e-02, -1.263889407766090693e-16, 9.863336516097994627e-17, 4.312826627996637074e-01, 6.872504923123238241e-01, 9.486814526696336625e-01
2.699999999999999969e-02, -1.053454131665264156e-16, 1.053454131665263293e-16, 4.478269471635029086e-01, 6.933994319284150221e-01, 9.587318226590088033e-01
2.800000000000000058e-02, -2.187856338161384174e-16, 1.702133764887859945e-16, 4.644030607761311380e-01, 6.995014797187038003e-01, 9.687107939318613248e-01
2.900000000000000147e-02, -8.451981846424597974e-18, 1.194742843089401611e-16, 4.810100752021984061e-01, 7.055571934031249492e-01, 9.786128515477634515e-01
2.999999999999999889e-02, 1.426852269833260628e-16, -1.778513671299629408e-17, 4.976469786589040045e-01, 7.115670886491676228e-01, 9.884323816791482642e-01
3.099999999999999978e-02, -1.982451336223289322e-16, -3.152330152668060170e-16, 5.143126781988787144e-01, 7.175316403755475081e-01, 9.981636796016974955e-01
3.200000000000000067e-02, 1.353647626782965915e-16, 2.254577203248792841e-16, 5.310060019485999261e-01, 7.234512840658183785e-01, 1.007800957738846925e+00
3.300000000000000155e-02, 4.567050424045311512e-16, -1.097603472091700035e-16, 5.477257013815884923e-01, 7.293264170821394110e-01, 1.017338353743180157e+00
3.400000000000000244e-02, 1.003696929231795990e-16, -1.836364197700665367e-16, 5.644704536099738323e-01, 7.351573999718833408e-01, 1.026769938600380794e+00
3.500000000000000333e-02, -1.084734221370602491e-16, -1.642666813326989865e-17, 5.812388636816728793e-01, 7.409445577614014455e-01, 1.036089724743235241e+00
3.600000000000000422e-02, 1.291621372353940847e-16, 3.704382238459257668e-16, 5.980294668731275243e-01, 7.466881812327699208e-01, 1.045291674165027995e+00
3.699999999999999817e-02, 3.283915624544684150e-17, -1.577392465157770632e-16, 6.148407309695792522e-01, 7.523885281803173175e-01, 1.054369706522701344e+00
3.799999999999999906e-02, -1.241744546455005433e-16, -2.644036039733042951e-16, 6.316710585267031330e-01, 7.580458246445704873e-01, 1.063317707221206110e+00
3.899999999999999994e-02, -1.787869882966640139e-16, 1.225353460289048349e-17, 6.485187891085923972e-01, 7.636602661219207278e-01, 1.072129535471223249e+00
4.000000000000000083e-02, -3.678331294217538453e-16, 7.639958545764739380e-17, 6.653822014982934130e-01, 7.692320187487561300e-01, 1.080799032312953711e+00
4.100000000000000172e-02, -2.209462993166518506e-16, 1.793129358932075189e-16, 6.822595158778299584e-01, 7.747612204592568830e-01, 1.089320028599298773e+00
4.200000000000000261e-02, 1.205087949508257440e-16, -2.870422486446008028e-16, 6.991488959754141863e-01, 7.802479821163028628e-01, 1.097686352931948939e+00
4.300000000000000350e-02, -1.604132909281135428e-16, -1.726536164594334194e-16, 7.160484511781112227e-01, 7.856923886152347158e-01, 1.105891839544422606e+00
4.399999999999999745e-02, -2.197461245161508116e-16, -5.780963164013834815e-17, 7.329562386086234671e-01, 7.910944999603467531e-01, 1.113930336126171206e+00
4.499999999999999833e-02, -3.111387255690716313e-17, 1.976473262506803484e-16, 7.498702651652882079e-01, 7.964543523141884851e-01, 1.121795711582236343e+00
4.599999999999999922e-02, -8.038542409096500666e-17, -1.416591808340664000e-16, 7.667884895247513155e-01, 8.017719590198625346e-01, 1.129481863723047486e+00
4.700000000000000011e-02, -1.231662435174432028e-17, 5.257947732408770000e-16, 7.837088241067627914e-01, 8.070473115965580702e-01, 1.136982726879152139e+00
4.800000000000000100e-02, 1.096571722515396123e-16, -1.894544521464787044e-16, 8.006291370012259545e-01, 8.122803807086970140e-01, 1.144292279435801030e+00
4.900000000000000189e-02, 3.007667256050202755e-16, -1.758666353346910275e-16, 8.175472538572727821e-01, 8.174711171090779382e-01, 1.151404551282441346e+00
5.000000000000000278e-02, 2.346849030014351490e-16, -3.665238871756800317e-16, 8.344609597346922536e-01, 8.226194525564739513e-01, 1.158313631172315006e+00
5.100000000000000366e-02, 2.815921312555400391e-16, -2.347545974041854761e-16, 8.513680009179767083e-01, 8.277253007081737390e-01, 1.165013673987441045e+00
5.200000000000000455e-02, 1.232647521380530522e-16, -1.224244967553732416e-17, 8.682660866933652466e-01, 8.327885579879502620e-01, 1.171498907904358955e+00
5.299999999999999850e-02, -8.387943680339001444e-17, 1.671461636502764098e-16, 8.851528910893330382e-01, 8.378091044300326473e-01, 1.177763641456178956e+00
5.399999999999999939e-02, -2.335068195121516062e-16, 6.697336581837800184e-17, 9.020260545811646935e-01, 8.427868044995644459e-01, 1.183802270486457697e+00
5.500000000000000028e-02, -4.165668233636845225e-16, -1.107891133332657339e-16, 9.188831857600991970e-01, 8.477215078901527701e-01, 1.189609284990637450e+00
5.600000000000000117e-02, -2.840664208579452045e-17, 2.226956713951966932e-16, 9.357218629678012434e-01, 8.526130502990441062e-01, 1.195179275840812405e+00
5.700000000000000205e-02, 1.641749730085632975e-16, -1.641749730085635440e-16, 9.525396358967184174e-01, 8.574612541804673693e-01, 1.200506941389648086e+00
5.800000000000000294e-02, 2.796405455814106471e-16, -2.984036504075046249e-17, 9.693340271571149191e-01, 8.622659294777442751e-01, 1.205587093949474387e+00
5.900000000000000383e-02, 2.472883817080116534e-17, -5.243291992521224190e-16, 9.861025338115549932e-01, 8.670268743346969398e-01, 1.210414666142533457e+00
5.999999999999999778e-02, 6.075058881158066996e-17, 2.723163185759660210e-16, 1.002842628877423703e+00, 8.717438757868917198e-01, 1.214984717118533286e+00
6.099999999999999867e-02, -6.159836121760506139e-18, -3.546626468814156530e-16, 1.019551762798428296e+00, 8.764167104333202563e-01, 1.219292438635763975e+00
6.199999999999999956e-02, -2.280564166193228899e-16, 4.570399154482505303e-16, 1.036227364885708324e+00, 8.810451450889871250e-01, 1.223333161002022607e+00
6.300000000000000044e-02, -1.876839298831520809e-16, -8.987182627313706652e-17, 1.052866844729369644e+00, 8.856289374190084995e-01, 1.227102358871839272e+00
6.400000000000000133e-02, -1.453439120620250877e-16, 4.126050350341616904e-17, 1.069467593581273190e+00, 8.901678365546835670e-01, 1.230595656896402490e+00
